name,career_url,ats_type,h1b_history_score,priority,is_active,notes
Brevian Careers,brevian-careers,rippling,40,medium,1,harvested from new_grad/HN feed
Conceptplus,conceptplus,rippling,40,medium,1,harvested from new_grad/HN feed
Enludio Careers,enludio-careers,rippling,40,medium,1,harvested from new_grad/HN feed
Flexai,flexai,rippling,40,medium,1,harvested from new_grad/HN feed
Foundation Robotics,foundation-robotics,rippling,40,medium,1,harvested from new_grad/HN feed
Memryx,memryx,rippling,40,medium,1,harvested from new_grad/HN feed
Omnis Corporation,omnis-corporation,rippling,40,medium,1,harvested from new_grad/HN feed
Rippling,rippling,rippling,40,medium,1,harvested from new_grad/HN feed
Turntide Careers,turntide-careers,rippling,40,medium,1,harvested from new_grad/HN feed
Uhin Careers,uhin-careers,rippling,40,medium,1,harvested from new_grad/HN feed
3Sbusinesscorporationinc1,3sbusinesscorporationinc1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Abbvie,abbvie,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Absolutefacilitysolutionsllc,absolutefacilitysolutionsllc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Accellearning,accellearning,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Acumensolutions,acumensolutions,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Agtechnologies1,agtechnologies1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Arkainfotechinc,arkainfotechinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Askitconsulting,askitconsulting,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Assystem,assystem,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Atriagroupllc,atriagroupllc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Barkbackllc,barkbackllc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Bcforward3,bcforward3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Betasoftsystems3,betasoftsystems3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Blinqlabs,blinqlabs,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Boschgroup,boschgroup,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Brycetech,brycetech,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Careerguidant,careerguidant,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Cityandcountyofsanfrancisco1,cityandcountyofsanfrancisco1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Cityofphiladelphia,cityofphiladelphia,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Codeage,codeage,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Collabera2,collabera2,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Computerfutures3,computerfutures3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Comtechllc2,comtechllc2,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Consultadd4,consultadd4,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Continental,continental,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Coserveglobalsolutions,coserveglobalsolutions,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Dataintellect,dataintellect,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Deegitinc3,deegitinc3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Dellfortechnologies,dellfortechnologies,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Dexterra,dexterra,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Dstaff,dstaff,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Egisgroup,egisgroup,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Eproinc,eproinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Erostechnologiesinc,erostechnologiesinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Eurofins,eurofins,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Gdmsi,gdmsi,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Globalchannelmanagementinc,globalchannelmanagementinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Harvarduniversity,harvarduniversity,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Horizontechnologiesinc,horizontechnologiesinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Hsssoft,hsssoft,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Idealforcellc,idealforcellc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Idexcel3,idexcel3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Infojiniinc1,infojiniinc1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Insilicologix,insilicologix,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Integratedresourcesinc,integratedresourcesinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Jobsforhumanity,jobsforhumanity,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Kioxia,kioxia,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Kiteping,kiteping,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Krgtechnologyinc,krgtechnologyinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Laxir1,laxir1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Learnkwikcom,learnkwikcom,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Linkedin3,linkedin3,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Llnl,llnl,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Mindlance2,mindlance2,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Myriadgenetics1,myriadgenetics1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Necsws,necsws,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Netcompany1,netcompany1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Nielseniq,nielseniq,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Northstarstaffingsolutions1,northstarstaffingsolutions1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Northwesternmutual,northwesternmutual,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Oneclick Ui,oneclick-ui,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Paconsulting,paconsulting,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Pioneerdatasystemsinc,pioneerdatasystemsinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Procomconsultantsgroup,procomconsultantsgroup,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Procomservices,procomservices,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Prosidianconsulting,prosidianconsulting,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Proximatetechnologiesinc1,proximatetechnologiesinc1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Quantix,quantix,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Radiuslimited,radiuslimited,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Randstad4,randstad4,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Respecinc,respecinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Sajixsoftwaresolutionprivatelimited,sajixsoftwaresolutionprivatelimited,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Sandisk,sandisk,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Satechnologiesinc4,satechnologiesinc4,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Saxonglobal,saxonglobal,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Servicenow,servicenow,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Sgs,sgs,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Smithsgroup2,smithsgroup2,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Sourcedirecttalent,sourcedirecttalent,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Sqexpetsllc,sqexpetsllc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Stemxpert1,stemxpert1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Systemcanadatechnologies,systemcanadatechnologies,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Tectammina,tectammina,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Testingxperts,testingxperts,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Texaswaterdevelopmentboardtwdb,texaswaterdevelopmentboardtwdb,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Truvenhealthanalyticsanibmcompany,truvenhealthanalyticsanibmcompany,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Ttp1,ttp1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Universityhealthnetwork,universityhealthnetwork,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Usm2,usm2,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Veoliaenvironnementsa,veoliaenvironnementsa,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Visa,visa,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Wabtec,wabtec,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Wellmarkinc,wellmarkinc,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Westerndigital,westerndigital,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Winsupply1,winsupply1,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Worldwidetechservices,worldwidetechservices,smartrecruiters,40,medium,1,harvested from new_grad/HN feed
Lexical,lexical,bamboohr,40,medium,1,harvested from new_grad/HN feed
Openrobotics,openrobotics,bamboohr,40,medium,1,harvested from new_grad/HN feed
Trendyminds,trendyminds,bamboohr,40,medium,1,harvested from new_grad/HN feed
Navaide,navaide,breezy,40,medium,1,harvested from new_grad/HN feed
Advantmed,advantmed,workable,40,medium,1,harvested from new_grad/HN feed
Al Warren Oil Company Inc,al-warren-oil-company-inc,workable,40,medium,1,harvested from new_grad/HN feed
Altom Transport,altom-transport,workable,40,medium,1,harvested from new_grad/HN feed
Coldquanta,coldquanta,workable,40,medium,1,harvested from new_grad/HN feed
Connectprep,connectprep,workable,40,medium,1,harvested from new_grad/HN feed
Datavisor Jobs,datavisor-jobs,workable,40,medium,1,harvested from new_grad/HN feed
Double Eleven,double-eleven,workable,40,medium,1,harvested from new_grad/HN feed
Eluvio,eluvio,workable,40,medium,1,harvested from new_grad/HN feed
Falcomm,falcomm,workable,40,medium,1,harvested from new_grad/HN feed
Quadric Dot I O Inc,quadric-dot-i-o-inc,workable,40,medium,1,harvested from new_grad/HN feed
Rokt,rokt,workable,40,medium,1,harvested from new_grad/HN feed
Scitec,scitec,workable,40,medium,1,harvested from new_grad/HN feed
Thorlabs,thorlabs,workable,40,medium,1,harvested from new_grad/HN feed
Tickpick,tickpick,workable,40,medium,1,harvested from new_grad/HN feed
Tmeic Corporation Americas,tmeic-corporation-americas,workable,40,medium,1,harvested from new_grad/HN feed
